MAC_ID,longtitude and latitude,Date,OS
985," 43.075623,-87.878686", Tue Oct 30 2018 10:46:27,Android
2096," 43.080134,-87.879345", Tue Oct 30 2018 17:45:27,Android
12048," 43.075171,-87.882985", Tue Oct 30 2018 18:05:27,Apple
10184," 43.078855,-87.880903", Tue Oct 30 2018 18:35:27,Apple
291," 43.074868,-87.879090", Tue Oct 30 2018 19:26:27,Android
8496," 43.080839,-87.879822", Tue Oct 30 2018 13:59:27,Apple
6120," 43.078729,-87.879296", Tue Oct 30 2018 11:34:27,Android
9005," 43.075341,-87.879811", Tue Oct 30 2018 18:47:27,Apple
6835," 43.080318,-87.879247", Tue Oct 30 2018 15:37:27,Android
12817," 43.076613,-87.879189", Tue Oct 30 2018 16:16:27,Apple
8788," 43.079462,-87.879032", Tue Oct 30 2018 15:54:27,Apple
4541," 43.075486,-87.881602", Tue Oct 30 2018 19:16:27,Android
3852," 43.081843,-87.878614", Tue Oct 30 2018 15:05:27,Android
1977," 43.080789,-87.881814", Tue Oct 30 2018 16:28:27,Android
8586," 43.079077,-87.883318", Tue Oct 30 2018 15:45:27,Apple
10352," 43.080937,-87.881810", Tue Oct 30 2018 07:01:27,Apple
6779," 43.077547,-87.881035", Tue Oct 30 2018 13:28:27,Android
5694," 43.078223,-87.879131", Tue Oct 30 2018 14:27:27,Android
14306," 43.081191,-87.883704", Tue Oct 30 2018 15:34:27,Apple
2580," 43.079233,-87.877900", Tue Oct 30 2018 10:21:27,Android
3702," 43.078769,-87.883127", Tue Oct 30 2018 13:53:27,Android
4946," 43.076506,-87.880442", Tue Oct 30 2018 08:17:27,Android
2281," 43.076355,-87.880595", Tue Oct 30 2018 10:35:27,Android
13841," 43.074893,-87.882436", Tue Oct 30 2018 19:16:27,Apple
12249," 43.078021,-87.878525", Tue Oct 30 2018 15:10:27,Apple
9349," 43.081585,-87.884488", Tue Oct 30 2018 15:46:27,Apple
10714," 43.080742,-87.881183", Tue Oct 30 2018 13:03:27,Apple
8306," 43.078819,-87.881400", Tue Oct 30 2018 17:40:27,Apple
1440," 43.075975,-87.882900", Tue Oct 30 2018 16:24:27,Android
1490," 43.081773,-87.882335", Tue Oct 30 2018 13:30:27,Android
6870," 43.077079,-87.882510", Tue Oct 30 2018 15:34:27,Android
3092," 43.081310,-87.883483", Tue Oct 30 2018 19:41:27,Android
6391," 43.080286,-87.881112", Tue Oct 30 2018 17:51:27,Android
11725," 43.079104,-87.879875", Tue Oct 30 2018 17:46:27,Apple
14339," 43.076417,-87.881791", Tue Oct 30 2018 14:51:27,Apple
1439," 43.077688,-87.878459", Tue Oct 30 2018 08:32:27,Android
4317," 43.075286,-87.880816", Tue Oct 30 2018 17:35:27,Android
1549," 43.080538,-87.880881", Tue Oct 30 2018 19:17:27,Android
10122," 43.079317,-87.880250", Tue Oct 30 2018 11:31:27,Apple
7826," 43.081159,-87.881113", Tue Oct 30 2018 09:16:27,Android
3142," 43.077230,-87.879902", Tue Oct 30 2018 10:46:27,Android
10509," 43.080434,-87.885025", Tue Oct 30 2018 17:31:27,Apple
2127," 43.079862,-87.884535", Tue Oct 30 2018 13:33:27,Android
9842," 43.079040,-87.883529", Tue Oct 30 2018 18:35:27,Apple
4588," 43.078693,-87.879331", Tue Oct 30 2018 20:56:27,Android
12799," 43.078480,-87.878405", Tue Oct 30 2018 20:22:27,Apple
7253," 43.080806,-87.882343", Tue Oct 30 2018 11:16:27,Android
12360," 43.079413,-87.880531", Tue Oct 30 2018 10:07:27,Apple
1," 43.076256,-87.882977", Tue Oct 30 2018 08:51:27,Android
3789," 43.081153,-87.880479", Tue Oct 30 2018 16:08:27,Android
1449," 43.078921,-87.885015", Tue Oct 30 2018 15:45:27,Android
13545," 43.075705,-87.881684", Tue Oct 30 2018 08:25:27,Apple
7051," 43.080272,-87.883309", Tue Oct 30 2018 14:26:27,Android
12253," 43.076409,-87.884859", Tue Oct 30 2018 18:50:27,Apple
4143," 43.078779,-87.882491", Tue Oct 30 2018 08:22:27,Android
11402," 43.076437,-87.883099", Tue Oct 30 2018 16:15:27,Apple
14502," 43.081360,-87.882368", Tue Oct 30 2018 13:19:27,Apple
3742," 43.078688,-87.882158", Tue Oct 30 2018 09:43:27,Android
5045," 43.077627,-87.878865", Tue Oct 30 2018 11:01:27,Android
10643," 43.080874,-87.879948", Tue Oct 30 2018 08:40:27,Apple
12382," 43.076834,-87.881624", Tue Oct 30 2018 08:41:27,Apple
3687," 43.075796,-87.878365", Tue Oct 30 2018 18:01:27,Android
8699," 43.075277,-87.882304", Tue Oct 30 2018 09:24:27,Apple
3107," 43.075499,-87.878272", Tue Oct 30 2018 19:03:27,Android
14992," 43.076251,-87.881550", Tue Oct 30 2018 16:35:27,Apple
707," 43.080229,-87.878519", Tue Oct 30 2018 17:24:27,Android
9671," 43.078408,-87.882291", Tue Oct 30 2018 10:25:27,Apple
4112," 43.080955,-87.879331", Tue Oct 30 2018 20:38:27,Android
8692," 43.077854,-87.884035", Tue Oct 30 2018 09:37:27,Apple
8879," 43.074969,-87.882759", Tue Oct 30 2018 16:50:27,Apple
12944," 43.075224,-87.881882", Tue Oct 30 2018 15:44:27,Apple
8142," 43.079136,-87.882284", Tue Oct 30 2018 18:12:27,Android
13022," 43.075391,-87.884220", Tue Oct 30 2018 08:05:27,Apple
9444," 43.075392,-87.880924", Tue Oct 30 2018 18:45:27,Apple
1184," 43.075016,-87.880717", Tue Oct 30 2018 16:34:27,Android
5887," 43.077545,-87.883394", Tue Oct 30 2018 11:06:27,Android
7899," 43.077345,-87.881981", Tue Oct 30 2018 09:41:27,Android
14889," 43.078808,-87.878632", Tue Oct 30 2018 07:41:27,Apple
14104," 43.076542,-87.880461", Tue Oct 30 2018 19:12:27,Apple
1054," 43.076288,-87.882095", Tue Oct 30 2018 11:42:27,Android
6846," 43.077663,-87.884209", Tue Oct 30 2018 08:32:27,Android
2763," 43.081324,-87.882549", Tue Oct 30 2018 09:33:27,Android
2593," 43.077309,-87.883244", Tue Oct 30 2018 15:55:27,Android
6674," 43.075148,-87.884732", Tue Oct 30 2018 20:18:27,Android
2743," 43.077874,-87.879747", Tue Oct 30 2018 18:56:27,Android
10529," 43.078176,-87.880089", Tue Oct 30 2018 15:04:27,Apple
14995," 43.075045,-87.882165", Tue Oct 30 2018 09:23:27,Apple
12040," 43.081736,-87.884646", Tue Oct 30 2018 15:46:27,Apple
7537," 43.075462,-87.878518", Tue Oct 30 2018 18:22:27,Android
3760," 43.074884,-87.882569", Tue Oct 30 2018 14:03:27,Android
1244," 43.081777,-87.878333", Tue Oct 30 2018 12:28:27,Android
12114," 43.079481,-87.884697", Tue Oct 30 2018 13:41:27,Apple
13630," 43.076824,-87.885054", Tue Oct 30 2018 20:10:27,Apple
7220," 43.076370,-87.882889", Tue Oct 30 2018 18:30:27,Android
5024," 43.078313,-87.878818", Tue Oct 30 2018 17:24:27,Android
13759," 43.076968,-87.883120", Tue Oct 30 2018 14:37:27,Apple
12272," 43.075643,-87.883291", Tue Oct 30 2018 16:44:27,Apple
1056," 43.080333,-87.880229", Tue Oct 30 2018 07:03:27,Android
12067," 43.077136,-87.880913", Tue Oct 30 2018 18:16:27,Apple
11170," 43.079327,-87.880191", Tue Oct 30 2018 14:55:27,Apple
7778," 43.077373,-87.879896", Tue Oct 30 2018 19:47:27,Android
1649," 43.080600,-87.882691", Tue Oct 30 2018 10:06:27,Android
1524," 43.075443,-87.884679", Tue Oct 30 2018 09:17:27,Android
11137," 43.080716,-87.878164", Tue Oct 30 2018 16:31:27,Apple
11617," 43.077712,-87.877937", Tue Oct 30 2018 14:28:27,Apple
5894," 43.080458,-87.883675", Tue Oct 30 2018 15:12:27,Android
2989," 43.079064,-87.881213", Tue Oct 30 2018 20:57:27,Android
14151," 43.077264,-87.881957", Tue Oct 30 2018 13:27:27,Apple
716," 43.079442,-87.879629", Tue Oct 30 2018 17:56:27,Android
12878," 43.077538,-87.880562", Tue Oct 30 2018 19:38:27,Apple
14598," 43.081030,-87.878410", Tue Oct 30 2018 18:07:27,Apple
4027," 43.079529,-87.880390", Tue Oct 30 2018 07:50:27,Android
11654," 43.076464,-87.884271", Tue Oct 30 2018 07:35:27,Apple
3598," 43.077247,-87.882160", Tue Oct 30 2018 11:42:27,Android
3286," 43.081080,-87.883667", Tue Oct 30 2018 20:18:27,Android
1177," 43.081632,-87.878583", Tue Oct 30 2018 15:35:27,Android
13795," 43.080528,-87.884952", Tue Oct 30 2018 11:27:27,Apple
630," 43.079694,-87.884544", Tue Oct 30 2018 15:27:27,Android
6277," 43.079505,-87.878632", Tue Oct 30 2018 18:06:27,Android
12589," 43.079496,-87.880607", Tue Oct 30 2018 12:05:27,Apple
10589," 43.079639,-87.882283", Tue Oct 30 2018 17:44:27,Apple
8593," 43.077112,-87.879930", Tue Oct 30 2018 11:52:27,Apple
12151," 43.079070,-87.882300", Tue Oct 30 2018 13:02:27,Apple
5614," 43.077641,-87.880213", Tue Oct 30 2018 17:02:27,Android
7985," 43.076460,-87.878705", Tue Oct 30 2018 18:53:27,Android
13187," 43.075695,-87.884560", Tue Oct 30 2018 17:58:27,Apple
9561," 43.079915,-87.882419", Tue Oct 30 2018 08:38:27,Apple
6729," 43.080509,-87.884685", Tue Oct 30 2018 18:53:27,Android
10257," 43.079907,-87.880490", Tue Oct 30 2018 07:50:27,Apple
9074," 43.081195,-87.879544", Tue Oct 30 2018 15:02:27,Apple
247," 43.078629,-87.883721", Tue Oct 30 2018 11:24:27,Android
14430," 43.078116,-87.884774", Tue Oct 30 2018 15:52:27,Apple
13414," 43.079963,-87.884068", Tue Oct 30 2018 17:38:27,Apple
5134," 43.075805,-87.880993", Tue Oct 30 2018 14:57:27,Android
5394," 43.079288,-87.882503", Tue Oct 30 2018 18:06:27,Android
11701," 43.080019,-87.878038", Tue Oct 30 2018 12:50:27,Apple
2588," 43.074889,-87.880554", Tue Oct 30 2018 11:50:27,Android
14449," 43.078292,-87.878175", Tue Oct 30 2018 12:19:27,Apple
5722," 43.080796,-87.883010", Tue Oct 30 2018 20:08:27,Android
4668," 43.081190,-87.881769", Tue Oct 30 2018 14:23:27,Android
13319," 43.079608,-87.879271", Tue Oct 30 2018 09:05:27,Apple
8506," 43.081619,-87.881576", Tue Oct 30 2018 18:32:27,Apple
11565," 43.079709,-87.881675", Tue Oct 30 2018 16:56:27,Apple
553," 43.077235,-87.883996", Tue Oct 30 2018 08:54:27,Android
2459," 43.079299,-87.879054", Tue Oct 30 2018 10:04:27,Android
4954," 43.079732,-87.882722", Tue Oct 30 2018 16:26:27,Android
7523," 43.080057,-87.879121", Tue Oct 30 2018 09:24:27,Android
12508," 43.080278,-87.879674", Tue Oct 30 2018 15:32:27,Apple
6820," 43.075338,-87.878565", Tue Oct 30 2018 15:04:27,Android
9717," 43.080423,-87.880154", Tue Oct 30 2018 19:22:27,Apple
8769," 43.075441,-87.880416", Tue Oct 30 2018 08:23:27,Apple
9993," 43.075465,-87.881023", Tue Oct 30 2018 18:52:27,Apple
11832," 43.076529,-87.883112", Tue Oct 30 2018 14:18:27,Apple
11158," 43.079547,-87.879063", Tue Oct 30 2018 13:26:27,Apple
11230," 43.076294,-87.884297", Tue Oct 30 2018 20:51:27,Apple
8343," 43.078963,-87.880625", Tue Oct 30 2018 07:39:27,Apple
7703," 43.075175,-87.884923", Tue Oct 30 2018 13:34:27,Android
2622," 43.081354,-87.884307", Tue Oct 30 2018 16:17:27,Android
3106," 43.080044,-87.881421", Tue Oct 30 2018 16:03:27,Android
14401," 43.080185,-87.879586", Tue Oct 30 2018 11:49:27,Apple
14601," 43.079386,-87.879862", Tue Oct 30 2018 20:11:27,Apple
4042," 43.075858,-87.880459", Tue Oct 30 2018 10:09:27,Android
14281," 43.081081,-87.882707", Tue Oct 30 2018 08:59:27,Apple
2795," 43.080300,-87.878739", Tue Oct 30 2018 14:08:27,Android
11367," 43.074891,-87.884109", Tue Oct 30 2018 13:37:27,Apple
13039," 43.078317,-87.880146", Tue Oct 30 2018 10:38:27,Apple
970," 43.077885,-87.878176", Tue Oct 30 2018 17:07:27,Android
11541," 43.080972,-87.881832", Tue Oct 30 2018 11:59:27,Apple
2174," 43.076553,-87.878125", Tue Oct 30 2018 07:27:27,Android
10128," 43.079961,-87.882089", Tue Oct 30 2018 08:06:27,Apple
1038," 43.080072,-87.884315", Tue Oct 30 2018 10:59:27,Android
9983," 43.077574,-87.878659", Tue Oct 30 2018 15:59:27,Apple
9117," 43.078233,-87.881465", Tue Oct 30 2018 08:54:27,Apple
10490," 43.074878,-87.883711", Tue Oct 30 2018 20:52:27,Apple
2734," 43.077367,-87.881288", Tue Oct 30 2018 07:49:27,Android
561," 43.077558,-87.877856", Tue Oct 30 2018 07:20:27,Android
9689," 43.079269,-87.878965", Tue Oct 30 2018 09:45:27,Apple
8322," 43.075887,-87.880176", Tue Oct 30 2018 14:46:27,Apple
4541," 43.081311,-87.880836", Tue Oct 30 2018 09:39:27,Android
9786," 43.080425,-87.884833", Tue Oct 30 2018 14:17:27,Apple
11729," 43.075008,-87.881548", Tue Oct 30 2018 14:21:27,Apple
7608," 43.078375,-87.880341", Tue Oct 30 2018 19:11:27,Android
4970," 43.077285,-87.881640", Tue Oct 30 2018 09:03:27,Android
14228," 43.074934,-87.877830", Tue Oct 30 2018 16:03:27,Apple
7861," 43.075981,-87.884471", Tue Oct 30 2018 10:34:27,Android
1613," 43.075839,-87.880172", Tue Oct 30 2018 08:32:27,Android
6659," 43.076822,-87.883702", Tue Oct 30 2018 13:37:27,Android
11827," 43.080297,-87.879495", Tue Oct 30 2018 15:45:27,Apple
9742," 43.081622,-87.881558", Tue Oct 30 2018 15:58:27,Apple
7693," 43.080999,-87.878594", Tue Oct 30 2018 10:11:27,Android
13189," 43.075530,-87.883143", Tue Oct 30 2018 18:12:27,Apple
11240," 43.080627,-87.879022", Tue Oct 30 2018 16:29:27,Apple
3996," 43.074959,-87.884548", Tue Oct 30 2018 08:18:27,Android
12279," 43.075922,-87.878570", Tue Oct 30 2018 19:08:27,Apple
6731," 43.075046,-87.880439", Tue Oct 30 2018 13:53:27,Android
12416," 43.079431,-87.883055", Tue Oct 30 2018 18:46:27,Apple
14473," 43.081806,-87.881796", Tue Oct 30 2018 13:20:27,Apple
7028," 43.079886,-87.883946", Tue Oct 30 2018 16:15:27,Android
11375," 43.080275,-87.882113", Tue Oct 30 2018 10:06:27,Apple
6676," 43.077826,-87.879911", Tue Oct 30 2018 08:16:27,Android
9810," 43.075468,-87.879402", Tue Oct 30 2018 10:57:27,Apple
3273," 43.079050,-87.878865", Tue Oct 30 2018 13:04:27,Android
2514," 43.081515,-87.880285", Tue Oct 30 2018 14:50:27,Android
7425," 43.080055,-87.884608", Tue Oct 30 2018 10:08:27,Android
4387," 43.076555,-87.883044", Tue Oct 30 2018 19:03:27,Android
10720," 43.077131,-87.881718", Tue Oct 30 2018 13:21:27,Apple
2206," 43.077438,-87.883689", Tue Oct 30 2018 19:27:27,Android
11865," 43.077765,-87.883605", Tue Oct 30 2018 09:22:27,Apple
4049," 43.076289,-87.878028", Tue Oct 30 2018 20:27:27,Android
4013," 43.079020,-87.881022", Tue Oct 30 2018 11:01:27,Android
4116," 43.080032,-87.881873", Tue Oct 30 2018 12:43:27,Android
6477," 43.081611,-87.882355", Tue Oct 30 2018 18:54:27,Android
14401," 43.081247,-87.882191", Tue Oct 30 2018 10:55:27,Apple
4412," 43.079332,-87.884263", Tue Oct 30 2018 19:03:27,Android
8336," 43.077323,-87.881185", Tue Oct 30 2018 10:24:27,Apple
9992," 43.075294,-87.879315", Tue Oct 30 2018 09:31:27,Apple
1229," 43.079592,-87.878979", Tue Oct 30 2018 15:44:27,Android
8587," 43.077426,-87.880945", Tue Oct 30 2018 16:25:27,Apple
8446," 43.076099,-87.881896", Tue Oct 30 2018 08:08:27,Apple
2577," 43.081288,-87.883628", Tue Oct 30 2018 10:32:27,Android
739," 43.079551,-87.879615", Tue Oct 30 2018 13:22:27,Android
10706," 43.080054,-87.883000", Tue Oct 30 2018 18:59:27,Apple
9612," 43.075757,-87.880683", Tue Oct 30 2018 18:27:27,Apple
10242," 43.075216,-87.877998", Tue Oct 30 2018 20:27:27,Apple
11368," 43.074948,-87.884835", Tue Oct 30 2018 13:43:27,Apple
7999," 43.079970,-87.879795", Tue Oct 30 2018 19:11:27,Android
9373," 43.081435,-87.883453", Tue Oct 30 2018 11:37:27,Apple
2923," 43.077254,-87.881110", Tue Oct 30 2018 10:48:27,Android
12416," 43.079940,-87.883686", Tue Oct 30 2018 16:47:27,Apple
3788," 43.080452,-87.878798", Tue Oct 30 2018 11:08:27,Android
1528," 43.075375,-87.884952", Tue Oct 30 2018 08:32:27,Android
11798," 43.076803,-87.878050", Tue Oct 30 2018 12:23:27,Apple
13422," 43.077411,-87.881403", Tue Oct 30 2018 16:17:27,Apple
13364," 43.081618,-87.884925", Tue Oct 30 2018 07:28:27,Apple
13453," 43.080239,-87.884376", Tue Oct 30 2018 07:22:27,Apple
2328," 43.080505,-87.879515", Tue Oct 30 2018 07:38:27,Android
2801," 43.079417,-87.877986", Tue Oct 30 2018 08:58:27,Android
14404," 43.074830,-87.884058", Tue Oct 30 2018 19:26:27,Apple
7594," 43.075465,-87.883100", Tue Oct 30 2018 08:07:27,Android
4398," 43.076385,-87.883501", Tue Oct 30 2018 08:21:27,Android
7958," 43.076482,-87.880848", Tue Oct 30 2018 17:57:27,Android
1889," 43.078568,-87.884486", Tue Oct 30 2018 07:30:27,Android
14713," 43.080976,-87.879769", Tue Oct 30 2018 15:31:27,Apple
3059," 43.080945,-87.881331", Tue Oct 30 2018 17:38:27,Android
9551," 43.075311,-87.880961", Tue Oct 30 2018 09:49:27,Apple
13299," 43.080251,-87.878951", Tue Oct 30 2018 16:26:27,Apple
4672," 43.076213,-87.880958", Tue Oct 30 2018 19:08:27,Android
10906," 43.080262,-87.883656", Tue Oct 30 2018 11:06:27,Apple
4350," 43.078661,-87.884006", Tue Oct 30 2018 15:09:27,Android
2943," 43.080637,-87.879134", Tue Oct 30 2018 12:38:27,Android
7215," 43.079418,-87.879004", Tue Oct 30 2018 10:49:27,Android
3736," 43.081267,-87.881438", Tue Oct 30 2018 07:40:27,Android
2094," 43.080909,-87.884876", Tue Oct 30 2018 15:37:27,Android
1504," 43.074922,-87.883329", Tue Oct 30 2018 18:14:27,Android
7003," 43.076126,-87.880801", Tue Oct 30 2018 15:15:27,Android
6411," 43.079957,-87.880083", Tue Oct 30 2018 15:51:27,Android
3491," 43.080090,-87.883340", Tue Oct 30 2018 19:07:27,Android
14910," 43.077507,-87.881226", Tue Oct 30 2018 07:02:27,Apple
10288," 43.078126,-87.884802", Tue Oct 30 2018 18:44:27,Apple
9479," 43.078548,-87.878264", Tue Oct 30 2018 08:02:27,Apple
12893," 43.081109,-87.880643", Tue Oct 30 2018 19:57:27,Apple
6460," 43.077053,-87.882003", Tue Oct 30 2018 11:27:27,Android
10535," 43.081842,-87.883859", Tue Oct 30 2018 19:28:27,Apple
2771," 43.081302,-87.882704", Tue Oct 30 2018 14:42:27,Android
1075," 43.076495,-87.880731", Tue Oct 30 2018 13:19:27,Android
10615," 43.077587,-87.880832", Tue Oct 30 2018 12:23:27,Apple
10526," 43.081406,-87.885055", Tue Oct 30 2018 07:53:27,Apple
8572," 43.075628,-87.882597", Tue Oct 30 2018 09:28:27,Apple
9332," 43.081536,-87.879840", Tue Oct 30 2018 11:25:27,Apple
6334," 43.079962,-87.881280", Tue Oct 30 2018 17:15:27,Android
11099," 43.077184,-87.880122", Tue Oct 30 2018 10:50:27,Apple
12274," 43.076836,-87.879613", Tue Oct 30 2018 07:33:27,Apple
14170," 43.080675,-87.885046", Tue Oct 30 2018 14:47:27,Apple
7418," 43.079327,-87.879726", Tue Oct 30 2018 10:51:27,Android
1757," 43.078474,-87.884101", Tue Oct 30 2018 15:13:27,Android
6099," 43.080803,-87.884233", Tue Oct 30 2018 15:44:27,Android
10711," 43.080489,-87.880401", Tue Oct 30 2018 12:12:27,Apple
3979," 43.078482,-87.878918", Tue Oct 30 2018 11:49:27,Android
2896," 43.081003,-87.878749", Tue Oct 30 2018 09:12:27,Android
14521," 43.078272,-87.879707", Tue Oct 30 2018 18:14:27,Apple
2031," 43.076049,-87.882805", Tue Oct 30 2018 11:06:27,Android
8807," 43.074912,-87.883435", Tue Oct 30 2018 11:27:27,Apple
2899," 43.080081,-87.883755", Tue Oct 30 2018 15:59:27,Android
3200," 43.078086,-87.878292", Tue Oct 30 2018 20:41:27,Android
879," 43.077228,-87.879850", Tue Oct 30 2018 20:03:27,Android
11891," 43.079546,-87.881410", Tue Oct 30 2018 18:15:27,Apple
11694," 43.076875,-87.878226", Tue Oct 30 2018 17:51:27,Apple
12958," 43.079752,-87.882656", Tue Oct 30 2018 16:17:27,Apple
1659," 43.076239,-87.878286", Tue Oct 30 2018 20:09:27,Android
10758," 43.078087,-87.881134", Tue Oct 30 2018 18:55:27,Apple
14037," 43.076674,-87.882404", Tue Oct 30 2018 19:17:27,Apple
127," 43.077011,-87.883597", Tue Oct 30 2018 07:18:27,Android
2766," 43.081614,-87.878328", Tue Oct 30 2018 20:47:27,Android
11057," 43.081050,-87.885097", Tue Oct 30 2018 08:21:27,Apple
7288," 43.080432,-87.880487", Tue Oct 30 2018 14:51:27,Android
10328," 43.081038,-87.879036", Tue Oct 30 2018 17:26:27,Apple
980," 43.078220,-87.882149", Tue Oct 30 2018 11:21:27,Android
5520," 43.081488,-87.879791", Tue Oct 30 2018 09:07:27,Android
10817," 43.074975,-87.884105", Tue Oct 30 2018 15:34:27,Apple
470," 43.078170,-87.883644", Tue Oct 30 2018 11:29:27,Android
5742," 43.077857,-87.878826", Tue Oct 30 2018 09:23:27,Android
1890," 43.079643,-87.882004", Tue Oct 30 2018 18:35:27,Android
14526," 43.079030,-87.878452", Tue Oct 30 2018 20:42:27,Apple
1531," 43.081204,-87.881183", Tue Oct 30 2018 11:11:27,Android
5346," 43.079649,-87.878785", Tue Oct 30 2018 13:47:27,Android
6323," 43.079532,-87.883067", Tue Oct 30 2018 10:30:27,Android
6094," 43.080188,-87.884644", Tue Oct 30 2018 10:52:27,Android
9967," 43.075318,-87.884799", Tue Oct 30 2018 15:22:27,Apple
1246," 43.075868,-87.884219", Tue Oct 30 2018 07:57:27,Android
10913," 43.081496,-87.877927", Tue Oct 30 2018 16:30:27,Apple
3630," 43.076307,-87.878997", Tue Oct 30 2018 19:56:27,Android
2651," 43.080979,-87.884373", Tue Oct 30 2018 18:52:27,Android
6525," 43.075894,-87.882294", Tue Oct 30 2018 12:36:27,Android
414," 43.077093,-87.879963", Tue Oct 30 2018 08:42:27,Android
5066," 43.078550,-87.879663", Tue Oct 30 2018 14:07:27,Android
2337," 43.075578,-87.884966", Tue Oct 30 2018 12:47:27,Android
8584," 43.075188,-87.879569", Tue Oct 30 2018 17:36:27,Apple
14387," 43.081742,-87.878362", Tue Oct 30 2018 14:44:27,Apple
5757," 43.079916,-87.883123", Tue Oct 30 2018 08:14:27,Android
367," 43.078477,-87.881666", Tue Oct 30 2018 20:35:27,Android
7075," 43.075632,-87.880602", Tue Oct 30 2018 17:51:27,Android
8990," 43.077969,-87.878149", Tue Oct 30 2018 09:03:27,Apple
7070," 43.078947,-87.882094", Tue Oct 30 2018 11:07:27,Android
5665," 43.076278,-87.881066", Tue Oct 30 2018 07:18:27,Android
13156," 43.075005,-87.882452", Tue Oct 30 2018 19:56:27,Apple
14790," 43.080669,-87.881932", Tue Oct 30 2018 13:42:27,Apple
12869," 43.076608,-87.878737", Tue Oct 30 2018 20:12:27,Apple
4194," 43.075599,-87.878975", Tue Oct 30 2018 20:26:27,Android
226," 43.080766,-87.880976", Tue Oct 30 2018 13:58:27,Android
3218," 43.075578,-87.884688", Tue Oct 30 2018 13:05:27,Android
12424," 43.076142,-87.880306", Tue Oct 30 2018 12:53:27,Apple
1009," 43.079203,-87.882435", Tue Oct 30 2018 14:27:27,Android
5382," 43.079829,-87.884330", Tue Oct 30 2018 20:35:27,Android
12815," 43.077076,-87.881815", Tue Oct 30 2018 07:47:27,Apple
5178," 43.078084,-87.882974", Tue Oct 30 2018 07:08:27,Android
10558," 43.076548,-87.883814", Tue Oct 30 2018 10:42:27,Apple
14816," 43.080387,-87.882066", Tue Oct 30 2018 07:53:27,Apple
6166," 43.076099,-87.879416", Tue Oct 30 2018 17:28:27,Android
7642," 43.080399,-87.884581", Tue Oct 30 2018 15:56:27,Android
14579," 43.075326,-87.882614", Tue Oct 30 2018 08:12:27,Apple
10215," 43.078628,-87.877977", Tue Oct 30 2018 13:50:27,Apple
10032," 43.076634,-87.877971", Tue Oct 30 2018 19:55:27,Apple
1120," 43.080929,-87.879979", Tue Oct 30 2018 17:22:27,Android
1988," 43.076852,-87.879849", Tue Oct 30 2018 19:36:27,Android
11509," 43.078472,-87.881102", Tue Oct 30 2018 19:12:27,Apple
11557," 43.079389,-87.878040", Tue Oct 30 2018 08:46:27,Apple
4423," 43.080051,-87.884090", Tue Oct 30 2018 12:47:27,Android
488," 43.076155,-87.883250", Tue Oct 30 2018 17:36:27,Android
10467," 43.075599,-87.880779", Tue Oct 30 2018 12:05:27,Apple
14031," 43.075350,-87.878104", Tue Oct 30 2018 13:32:27,Apple
2370," 43.076648,-87.879980", Tue Oct 30 2018 07:28:27,Android
13655," 43.077390,-87.877978", Tue Oct 30 2018 15:47:27,Apple
6938," 43.077499,-87.883068", Tue Oct 30 2018 09:52:27,Android
5163," 43.076753,-87.881043", Tue Oct 30 2018 07:35:27,Android
9130," 43.077196,-87.883507", Tue Oct 30 2018 10:47:27,Apple
8879," 43.077865,-87.882150", Tue Oct 30 2018 09:57:27,Apple
5290," 43.078344,-87.879242", Tue Oct 30 2018 16:01:27,Android
2989," 43.077074,-87.883025", Tue Oct 30 2018 13:29:27,Android
7477," 43.076935,-87.884393", Tue Oct 30 2018 20:21:27,Android
9146," 43.080348,-87.879915", Tue Oct 30 2018 15:03:27,Apple
12157," 43.075577,-87.880496", Tue Oct 30 2018 19:40:27,Apple
14543," 43.076265,-87.882146", Tue Oct 30 2018 13:47:27,Apple
1203," 43.081639,-87.879699", Tue Oct 30 2018 20:31:27,Android
7876," 43.080126,-87.882851", Tue Oct 30 2018 15:26:27,Android
2473," 43.079316,-87.883727", Tue Oct 30 2018 12:58:27,Android
4330," 43.075105,-87.883002", Tue Oct 30 2018 20:21:27,Android
12997," 43.075410,-87.881251", Tue Oct 30 2018 10:35:27,Apple
1229," 43.075199,-87.881891", Tue Oct 30 2018 14:55:27,Android
9964," 43.078356,-87.879946", Tue Oct 30 2018 12:30:27,Apple
12725," 43.078675,-87.883345", Tue Oct 30 2018 19:52:27,Apple
7368," 43.075292,-87.879263", Tue Oct 30 2018 18:17:27,Android
14845," 43.079685,-87.884616", Tue Oct 30 2018 13:24:27,Apple
11036," 43.078984,-87.884887", Tue Oct 30 2018 12:54:27,Apple
9543," 43.077206,-87.879055", Tue Oct 30 2018 18:58:27,Apple
13366," 43.080392,-87.879548", Tue Oct 30 2018 18:47:27,Apple
14600," 43.078477,-87.881570", Tue Oct 30 2018 13:52:27,Apple
5195," 43.080228,-87.878996", Tue Oct 30 2018 15:42:27,Android
8979," 43.080042,-87.884367", Tue Oct 30 2018 08:39:27,Apple
14335," 43.077263,-87.881626", Tue Oct 30 2018 14:09:27,Apple
5646," 43.076550,-87.882279", Tue Oct 30 2018 17:23:27,Android
12115," 43.078955,-87.882079", Tue Oct 30 2018 10:59:27,Apple
3525," 43.078908,-87.883807", Tue Oct 30 2018 19:34:27,Android
5924," 43.080268,-87.883928", Tue Oct 30 2018 08:08:27,Android
